formula,temperature(K),sum_Atomic_Number,sum_Atomic_Weight,sum_Mendeleev_Number,sum_l_quantum_number,sum_Atomic_Radius,sum_Covalent_Radius,sum_Pauling_Electronegativity,sum_number_of_valence_electrons,sum_1st_ionization_potential_(kJ/mol),sum_Melting_point_(K),sum_Boiling_Point_(K),sum_Density_(g/mL),sum_specific_heat_(J/g_K)_,sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_thermal_conductivity_(W/(m_K))_,sum_SpaceGroupNumber,seebeck_coefficient,Thermal_conductivity,electrical_conductivity(S/m)
BiSb(Se0.92Br0.08)3,300,236.24,567.84693,439.44,5.0,5.8284,6.3152,11.8184,28.24,4407.76,2864.942,6780.462,30.4092,1.32672,50.91408,289.69712,33.63448,232.0,-110.0,0.63,27766.0
BiSb(Se0.92Br0.08)3,400,236.24,567.84693,439.44,5.0,5.8284,6.3152,11.8184,28.24,4407.76,2864.942,6780.462,30.4092,1.32672,50.91408,289.69712,33.63448,232.0,-138.0,0.57,23883.0
BiSb(Se0.92Br0.08)3,500,236.24,567.84693,439.44,5.0,5.8284,6.3152,11.8184,28.24,4407.76,2864.942,6780.462,30.4092,1.32672,50.91408,289.69712,33.63448,232.0,-163.0,0.53,20850.0
BiSb(Se0.92Br0.08)3,600,236.24,567.84693,439.44,5.0,5.8284,6.3152,11.8184,28.24,4407.76,2864.942,6780.462,30.4092,1.32672,50.91408,289.69712,33.63448,232.0,-181.0,0.51,19000.0
BiSb(Se0.92Br0.08)3,700,236.24,567.84693,439.44,5.0,5.8284,6.3152,11.8184,28.24,4407.76,2864.942,6780.462,30.4092,1.32672,50.91408,289.69712,33.63448,232.0,-193.0,0.5,17925.0
BiSb(Se0.92Br0.08)3,800,236.24,567.84693,439.44,5.0,5.8284,6.3152,11.8184,28.24,4407.76,2864.942,6780.462,30.4092,1.32672,50.91408,289.69712,33.63448,232.0,-203.0,0.44,17340.0
BiSb(Se0.94Br0.06)3,300,236.18,567.79029,439.08,5.0,5.8338,6.3164,11.7938,28.18,4395.82,2878.394,6818.034,30.5094,1.31754,50.99856,291.03284,33.65836,229.0,-112.0,0.64,26117.0
BiSb(Se0.94Br0.06)3,400,236.18,567.79029,439.08,5.0,5.8338,6.3164,11.7938,28.18,4395.82,2878.394,6818.034,30.5094,1.31754,50.99856,291.03284,33.65836,229.0,-141.0,0.57,22500.0
BiSb(Se0.94Br0.06)3,500,236.18,567.79029,439.08,5.0,5.8338,6.3164,11.7938,28.18,4395.82,2878.394,6818.034,30.5094,1.31754,50.99856,291.03284,33.65836,229.0,-169.0,0.53,19362.0
BiSb(Se0.94Br0.06)3,600,236.18,567.79029,439.08,5.0,5.8338,6.3164,11.7938,28.18,4395.82,2878.394,6818.034,30.5094,1.31754,50.99856,291.03284,33.65836,229.0,-186.0,0.51,17500.0
BiSb(Se0.94Br0.06)3,700,236.18,567.79029,439.08,5.0,5.8338,6.3164,11.7938,28.18,4395.82,2878.394,6818.034,30.5094,1.31754,50.99856,291.03284,33.65836,229.0,-203.0,0.5,16277.0
BiSb(Se0.94Br0.06)3,800,236.18,567.79029,439.08,5.0,5.8338,6.3164,11.7938,28.18,4395.82,2878.394,6818.034,30.5094,1.31754,50.99856,291.03284,33.65836,229.0,-219.0,0.44,15479.0
BiSb(Se0.96Br0.04)3,300,236.12,567.73365,438.72,5.0,5.8392,6.3176,11.7692,28.12,4383.88,2891.846,6855.606,30.6096,1.30836,51.08304,292.36856,33.68224,226.0,-100.0,0.65,21000.0
BiSb(Se0.96Br0.04)3,400,236.12,567.73365,438.72,5.0,5.8392,6.3176,11.7692,28.12,4383.88,2891.846,6855.606,30.6096,1.30836,51.08304,292.36856,33.68224,226.0,-141.0,0.59,19000.0
BiSb(Se0.96Br0.04)3,500,236.12,567.73365,438.72,5.0,5.8392,6.3176,11.7692,28.12,4383.88,2891.846,6855.606,30.6096,1.30836,51.08304,292.36856,33.68224,226.0,-169.0,0.55,16436.0
BiSb(Se0.96Br0.04)3,600,236.12,567.73365,438.72,5.0,5.8392,6.3176,11.7692,28.12,4383.88,2891.846,6855.606,30.6096,1.30836,51.08304,292.36856,33.68224,226.0,-192.0,0.53,14630.0
BiSb(Se0.96Br0.04)3,700,236.12,567.73365,438.72,5.0,5.8392,6.3176,11.7692,28.12,4383.88,2891.846,6855.606,30.6096,1.30836,51.08304,292.36856,33.68224,226.0,-213.0,0.5,13298.0
BiSb(Se0.96Br0.04)3,800,236.12,567.73365,438.72,5.0,5.8392,6.3176,11.7692,28.12,4383.88,2891.846,6855.606,30.6096,1.30836,51.08304,292.36856,33.68224,226.0,-228.0,0.45,12500.0
BiSb(Se0.98Br0.02)3,300,236.06,567.67701,438.36,5.0,5.8446,6.3188,11.7446,28.06,4371.94,2905.298,6893.178,30.7098,1.29918,51.16752,293.70428,33.70612,223.0,-109.0,0.68,21915.0
BiSb(Se0.98Br0.02)3,400,236.06,567.67701,438.36,5.0,5.8446,6.3188,11.7446,28.06,4371.94,2905.298,6893.178,30.7098,1.29918,51.16752,293.70428,33.70612,223.0,-147.0,0.61,19362.0
BiSb(Se0.98Br0.02)3,500,236.06,567.67701,438.36,5.0,5.8446,6.3188,11.7446,28.06,4371.94,2905.298,6893.178,30.7098,1.29918,51.16752,293.70428,33.70612,223.0,-173.0,0.58,16702.0
BiSb(Se0.98Br0.02)3,600,236.06,567.67701,438.36,5.0,5.8446,6.3188,11.7446,28.06,4371.94,2905.298,6893.178,30.7098,1.29918,51.16752,293.70428,33.70612,223.0,-190.0,0.56,15000.0
BiSb(Se0.98Br0.02)3,700,236.06,567.67701,438.36,5.0,5.8446,6.3188,11.7446,28.06,4371.94,2905.298,6893.178,30.7098,1.29918,51.16752,293.70428,33.70612,223.0,-208.0,0.53,13776.0
BiSb(Se0.98Br0.02)3,800,236.06,567.67701,438.36,5.0,5.8446,6.3188,11.7446,28.06,4371.94,2905.298,6893.178,30.7098,1.29918,51.16752,293.70428,33.70612,223.0,-229.0,0.48,12128.0
Cu2.025Cd0.975SnSe4,300,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,173.0,2.67,5362.0
Cu2.025Cd0.975SnSe4,350,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,176.0,2.24,5862.0
Cu2.025Cd0.975SnSe4,400,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,179.0,1.88,6175.0
Cu2.025Cd0.975SnSe4,450,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,183.0,1.56,6552.0
Cu2.025Cd0.975SnSe4,500,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,186.0,1.31,6793.0
Cu2.025Cd0.975SnSe4,550,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,191.0,1.13,7069.0
Cu2.025Cd0.975SnSe4,600,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,195.0,0.99,6879.0
Cu2.025Cd0.975SnSe4,650,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,200.0,0.85,6448.0
Cu2.025Cd0.975SnSe4,700,291.525,672.831375,633.85,9.05,10.076,10.2875,17.65525,61.975,6827.925,5791.1525,13139.25,53.04775,2.50075,66.26845,1151.78825,975.085,841.775,204.0,0.75,6259.0
Cu2.05Cd0.95SnSe4,300,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,142.0,2.34,10750.0
Cu2.05Cd0.95SnSe4,350,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,143.0,1.95,12135.0
Cu2.05Cd0.95SnSe4,400,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,145.0,1.68,13595.0
Cu2.05Cd0.95SnSe4,450,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,147.0,1.39,16236.0
Cu2.05Cd0.95SnSe4,500,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,152.0,1.15,18427.0
Cu2.05Cd0.95SnSe4,550,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,156.0,0.96,18258.0
Cu2.05Cd0.95SnSe4,600,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,161.0,0.83,16910.0
Cu2.05Cd0.95SnSe4,650,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,165.0,0.7,15510.0
Cu2.05Cd0.95SnSe4,700,291.05,671.60975,633.7,9.1,10.072,10.285,17.6605,61.95,6824.85,5810.205,13184.3,53.0555,2.5045,66.4399,1156.8065,982.69,842.55,171.0,0.61,14330.0
Cu2.1Cd0.9SnSe4,300,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,130.0,2.05,20517.0
Cu2.1Cd0.9SnSe4,350,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,132.0,1.71,21034.0
Cu2.1Cd0.9SnSe4,400,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,135.0,1.45,22184.0
Cu2.1Cd0.9SnSe4,450,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,139.0,1.22,23908.0
Cu2.1Cd0.9SnSe4,500,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,141.0,1.01,25517.0
Cu2.1Cd0.9SnSe4,550,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,144.0,0.83,24080.0
Cu2.1Cd0.9SnSe4,600,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,148.0,0.72,21900.0
Cu2.1Cd0.9SnSe4,650,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,151.0,0.6,20100.0
Cu2.1Cd0.9SnSe4,700,290.1,669.1665,633.4,9.2,10.064,10.28,17.671,61.9,6818.7,5848.31,13274.4,53.071,2.512,66.7828,1166.843,997.9,844.1,157.0,0.5,18960.0
Cu2CdSnSe4,300,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,236.0,2.78,2431.0
Cu2CdSnSe4,350,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,238.0,2.35,2741.0
Cu2CdSnSe4,400,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,242.0,2.02,3138.0
Cu2CdSnSe4,450,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,245.0,1.74,3328.0
Cu2CdSnSe4,500,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,251.0,1.52,3466.0
Cu2CdSnSe4,550,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,262.0,1.37,3465.0
Cu2CdSnSe4,600,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,275.0,1.25,3450.0
Cu2CdSnSe4,650,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,286.0,1.12,3328.0
Cu2CdSnSe4,700,292.0,674.053,634.0,9.0,10.08,10.29,17.65,62.0,6831.0,5772.1,13094.2,53.04,2.497,66.097,1146.77,967.48,841.0,297.0,1.01,3103.0
In4Se2.32Cl0.03,323,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-213.0,1.25,31000.0
In4Se2.32Cl0.03,698,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-311.0,0.71,10860.0
In4Se2.32Cl0.03,373,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-228.0,1.09,27400.0
In4Se2.32Cl0.03,423,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-246.0,0.99,23400.0
In4Se2.32Cl0.03,473,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-257.0,0.91,19471.0
In4Se2.32Cl0.03,523,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-270.0,0.82,16390.0
In4Se2.32Cl0.03,598,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-293.0,0.74,12460.0
In4Se2.32Cl0.03,623,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-297.0,0.74,12000.0
In4Se2.32Cl0.03,648,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-302.0,0.73,11516.0
In4Se2.32Cl0.03,673,275.39,643.522781,509.3,6.35,8.6533,8.4809,13.1308,26.13,4452.65,2861.3125,11642.6645,40.3528963,1.6768,28.67898,1013.77,327.606667,590.4,-306.0,0.72,11180.0
In4Se2.67Cl0.03,323,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-103.0,0.88,105263.0
In4Se2.67Cl0.03,423,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-137.0,0.74,71050.0
In4Se2.67Cl0.03,473,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-151.0,0.68,50000.0
In4Se2.67Cl0.03,523,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-165.0,0.66,40910.0
In4Se2.67Cl0.03,573,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-179.0,0.62,33333.0
In4Se2.67Cl0.03,598,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-193.0,0.62,31890.0
In4Se2.67Cl0.03,623,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-203.0,0.61,30451.0
In4Se2.67Cl0.03,648,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-208.0,0.6,29137.0
In4Se2.67Cl0.03,698,287.29,671.158781,540.45,6.7,9.0138,8.8869,14.0233,28.23,4782.0,3032.865,11978.017,42.0293963,1.7888,31.02188,1026.965,327.788667,595.3,-219.0,0.58,26300.0
In3.94Pb0.06Se3,330,299.98,701.69492,567.36,7.0,9.3288,9.2418,14.7754,30.06,5064.48,3199.704,12266.65,43.8554,1.874,33.22616,1035.872,325.182,603.16,-200.0,1.52,7300.0
In3.94Pb0.06Se3,405,299.98,701.69492,567.36,7.0,9.3288,9.2418,14.7754,30.06,5064.48,3199.704,12266.65,43.8554,1.874,33.22616,1035.872,325.182,603.16,-220.0,1.35,7800.0
In3.94Pb0.06Se3,480,299.98,701.69492,567.36,7.0,9.3288,9.2418,14.7754,30.06,5064.48,3199.704,12266.65,43.8554,1.874,33.22616,1035.872,325.182,603.16,-256.0,1.22,8700.0
In3.94Pb0.06Se3,518,299.98,701.69492,567.36,7.0,9.3288,9.2418,14.7754,30.06,5064.48,3199.704,12266.65,43.8554,1.874,33.22616,1035.872,325.182,603.16,-256.0,1.17,8100.0
In3.95Pb0.05Se3,330,299.65,700.7711,567.3,7.0,9.329,9.2415,14.7745,30.05,5062.9,3197.995,12270.05,43.8145,1.875,33.2108,1036.41,325.645,602.3,-207.0,1.06,5150.0
In3.95Pb0.05Se3,405,299.65,700.7711,567.3,7.0,9.329,9.2415,14.7745,30.05,5062.9,3197.995,12270.05,43.8145,1.875,33.2108,1036.41,325.645,602.3,-230.0,0.93,7500.0
In3.95Pb0.05Se3,480,299.65,700.7711,567.3,7.0,9.329,9.2415,14.7745,30.05,5062.9,3197.995,12270.05,43.8145,1.875,33.2108,1036.41,325.645,602.3,-242.0,0.86,11200.0
In3.95Pb0.05Se3,518,299.65,700.7711,567.3,7.0,9.329,9.2415,14.7745,30.05,5062.9,3197.995,12270.05,43.8145,1.875,33.2108,1036.41,325.645,602.3,-259.0,0.81,10900.0
In3.96Pb0.04Se3,330,299.32,699.84728,567.24,7.0,9.3292,9.2412,14.7736,30.04,5061.32,3196.286,12273.45,43.7736,1.876,33.19544,1036.948,326.108,601.44,-192.0,1.24,7000.0
In3.96Pb0.04Se3,405,299.32,699.84728,567.24,7.0,9.3292,9.2412,14.7736,30.04,5061.32,3196.286,12273.45,43.7736,1.876,33.19544,1036.948,326.108,601.44,-221.0,1.04,8700.0
In3.96Pb0.04Se3,480,299.32,699.84728,567.24,7.0,9.3292,9.2412,14.7736,30.04,5061.32,3196.286,12273.45,43.7736,1.876,33.19544,1036.948,326.108,601.44,-245.0,0.91,10000.0
In3.96Pb0.04Se3,518,299.32,699.84728,567.24,7.0,9.3292,9.2412,14.7736,30.04,5061.32,3196.286,12273.45,43.7736,1.876,33.19544,1036.948,326.108,601.44,-272.0,0.86,9500.0
In3.99Pb0.01Se3,330,298.33,697.07582,567.06,7.0,9.3298,9.2403,14.7709,30.01,5056.58,3191.159,12283.65,43.6509,1.879,33.14936,1038.562,327.497,598.86,-206.0,1.12,10000.0
In3.99Pb0.01Se3,405,298.33,697.07582,567.06,7.0,9.3298,9.2403,14.7709,30.01,5056.58,3191.159,12283.65,43.6509,1.879,33.14936,1038.562,327.497,598.86,-221.0,0.97,10700.0
In3.99Pb0.01Se3,480,298.33,697.07582,567.06,7.0,9.3298,9.2403,14.7709,30.01,5056.58,3191.159,12283.65,43.6509,1.879,33.14936,1038.562,327.497,598.86,-242.0,0.91,12247.0
In3.99Pb0.01Se3,518,298.33,697.07582,567.06,7.0,9.3298,9.2403,14.7709,30.01,5056.58,3191.159,12283.65,43.6509,1.879,33.14936,1038.562,327.497,598.86,-252.0,0.88,11111.0
Cu2Se,410,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,85.0,0.86,55023.0
Cu2Se,300,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,92.0,0.88,99586.0
Cu2Se,425,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,118.0,0.86,51060.0
Cu2Se,350,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,101.0,0.8,87320.0
Cu2Se,450,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,126.0,0.86,47255.0
Cu2Se,359,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,104.0,0.73,82534.0
Cu2Se,365,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,107.0,0.67,76750.0
Cu2Se,375,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,115.0,0.54,64785.0
Cu2Se,385,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,127.0,0.38,52850.0
Cu2Se,400,92.0,206.052,217.0,5.0,3.93,3.92,6.35,28.0,2431.0,3202.45,6638.45,22.71,1.08,32.794,638.3,802.52,464.0,167.0,0.2,40986.0
Cu2Se0.92I0.08,300,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,145.0,0.47,15720.0
Cu2Se0.92I0.08,385,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,180.0,0.51,10760.0
Cu2Se0.92I0.08,400,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,186.0,0.52,10472.0
Cu2Se0.92I0.08,410,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,190.0,0.52,10278.0
Cu2Se0.92I0.08,425,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,198.0,0.52,9940.0
Cu2Se0.92I0.08,375,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,175.0,0.39,10900.0
Cu2Se0.92I0.08,450,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,209.0,0.52,9353.0
Cu2Se0.92I0.08,365,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,155.0,0.25,10657.0
Cu2Se0.92I0.08,350,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,175.0,0.26,11446.0
Cu2Se0.92I0.08,359,93.52,209.8875576,217.56,5.0,3.9396,3.9336,6.3588,28.08,2436.36,3194.17,6598.37,22.7212,1.07152,32.8844,636.94416,802.51432,468.0,191.0,0.14,8986.0
Cu2Se0.96I0.04,300,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,85.0,0.74,64438.0
Cu2Se0.96I0.04,385,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,94.0,0.64,40986.0
Cu2Se0.96I0.04,400,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,112.0,0.79,41410.0
Cu2Se0.96I0.04,410,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,116.0,0.79,40864.0
Cu2Se0.96I0.04,425,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,121.0,0.79,39380.0
Cu2Se0.96I0.04,450,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,129.0,0.79,36963.0
Cu2Se0.96I0.04,350,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,106.0,0.5,47628.0
Cu2Se0.96I0.04,359,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,115.0,0.41,40033.0
Cu2Se0.96I0.04,365,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,120.0,0.35,34927.0
Cu2Se0.96I0.04,375,92.76,207.9697788,217.28,5.0,3.9348,3.9268,6.3544,28.04,2433.68,3198.31,6618.41,22.7156,1.07576,32.8392,637.62208,802.51716,466.0,134.0,0.25,27140.0
TmCuTe2,320,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,74.0,1.58,95941.0
